Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time
SUV,Rochester,NY,14692,Nashville,TN,37230,1200,COD/COP,775,1,2023 gmc yukon,Runs,ENCLOSED,2023-02-22,rochester,Not specified,JLM Logistics,(770) 250-4450,dispatch@thejlmway.com,97.5,Rochester,Nashville-Davidson - Murfreesboro - Franklin,43.1544,-77.6155,36.1656,-86.7845,02_22_2023_16_32
SUV,Rochester,NY,14608,Nashville,TN,37207,1450,COD/COP,770,1,2023 gmc yukon,Runs,ENCLOSED,2023-02-27,29609930,http:iTruckify.com/isb7m,Easy Auto Ship LLC,(330) 208-2431,dispatch@easyautoship.net,100.0,Rochester,Nashville-Davidson - Murfreesboro - Franklin,43.152505,-77.624994,36.233291,-86.782168,02_22_2023_16_32
CAR,rochester,NY,14625,huntingdon valley,PA,19006,1100,IMMEDIATELY,317,1,2019 jaguar xe,Runs,ENCLOSED,2023-02-21,35152363,Lowered Lift Gate Trailer Required 716-573-8040,Sutton Hauling Inc.,(800) 557-3054,suttonhauling@aol.com,99.7,Rochester,Philadelphia - Camden - Wilmington,43.149856,-77.507951,40.128576,-75.05964,02_22_2023_16_32
SUV,rochester,NY,14611,wrightwood,CA,92397,1500,COD/COP,2546,1,2014 nissan rogue,Runs,ENCLOSED,2023-02-28,263321-74414,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Rochester,Riverside - San Bernardino - Ontario,43.141007,-77.650657,34.347704,-117.57373,02_22_2023_16_32
CAR,rockaway park,NY,11694,longboat key,FL,34228,1000,COD/COP,1202,1,2022 aston martin db 11 convertible,Runs,ENCLOSED,2023-02-27,261136-73868,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,New York - Northern New Jersey - Long Island,North Port - Bradenton - Sarasota,40.574938,-73.850777,27.385102,-82.636254,02_22_2023_16_32
CAR,roxbury,NY,12474,sullivan,IL,61951,400,COD/COP,924,1,1965 jeep cj-5,Runs,ENCLOSED,2023-01-02,30453549-ug,no comment,United Global Assets Inc,(786) 785-7009,mywaydhighway91@live.com,99.2,Not specified,Not specified,42.302556,-74.556365,39.593506,-88.5872,02_22_2023_16_32
CAR,Schenectady,NY,12309,Garden City,MI,48135,800,COD/COP,628,1,1969 chevrolet corvette,Runs,ENCLOSED,2023-02-28,11194006,Not specified,Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,Albany - Schenectady - Troy,Detroit - Warren - Livonia,42.795013,-73.863544,42.325399,-83.345118,02_22_2023_16_32
CAR,schenectady,NY,12301,garden city,MI,48135,700,COD/COP,622,1,1969 chevrolet corvette,Runs,ENCLOSED,2023-03-01,30441273-cs,no comment,Car Shipping Kings Inc,(888) 737-9954 x3,carshippingkings@gmail.com,98.6,Albany - Schenectady - Troy,Detroit - Warren - Livonia,42.8148,-73.9393,42.325399,-83.345118,02_22_2023_16_32
CAR,SOUTHAMPTON,NY,11968,ENGLEWOOD,CO,80113,1900,TWO_BUSINESS_DAYS,1881,1,1992 mercedes-benz 500e,Runs,ENCLOSED,2023-02-22,BS92125,Not specified,Blue Star Auto Movers,(954) 717-9884,dtorres@bluestarautomovers.com,99.9,New York - Northern New Jersey - Long Island,Denver - Aurora,40.907731,-72.41412,39.641366,-104.954591,02_22_2023_16_32
CAR,spencerport,NY,14559,newton lower falls,MA,02462,600,COD/COP,394,1,1971 ford mustang,Inop,ENCLOSED,2023-03-06,1056800,Not specified,Ship A Car Direct,(818) 284-6643,dispatch@honestyfirstautotransport.com,99.7,Rochester,Boston - Cambridge - Quincy,43.187534,-77.830299,42.33117,-71.256202,02_22_2023_16_32
PICKUP,Syracuse,NY,13206,South Boston,MA,02127,350,COD/COP,310,1,2023 gmc sierra 1500 cab chassis 2wd,Runs,ENCLOSED,2023-02-22,10688880,Simon (404) 400-5293 || Ready for dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Syracuse,Boston - Cambridge - Quincy,43.072982,-76.10435,42.336076,-71.035834,02_22_2023_16_32
CAR,Syracuse,NY,13211,Suisun City,CA,94585,1215,COD/COP,2751,1,2014 lexus is 250,Runs,ENCLOSED,2023-02-22,10813833,James (404) 446-3921 Ready asap,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Syracuse,Vallejo - Fairfield,43.105746,-76.119808,38.155588,-121.945124,02_22_2023_16_32
CAR,Utica,NY,13502,Clairton,PA,15025,550,COD/COP,425,1,1940 buick 4 door sedan,Runs,ENCLOSED,2023-02-25,Enclosed,Call  or text Mike 561-409-9011 for dispatch anytime ,Marescas Auto Transport,(561) 409-9011,mmaresca22@yahoo.com,99.5,Utica - Rome,Pittsburgh,43.149544,-75.168373,40.292964,-79.923758,02_22_2023_16_32
SUV,webster,NY,14580,palm bay,FL,32909,1300,COD/COP,1305,1,2022 bmw x3 sdrive30i sports activity vehicle,Runs,ENCLOSED,2023-02-28,1379617,ach or net 20,Reindeer Logistics LLC,(800) 548-4020,stephen.mackay@reindeerauto.com,99.4,Rochester,Palm Bay - Melbourne - Titusville,43.224623,-77.451318,27.910836,-80.657419,02_22_2023_16_32
CAR,West Babylon,NY,11704,San Jose,CA,95121,1351,TEN_BUSINESS_DAYS,2986,1,1973 ford mustang,Runs,ENCLOSED,2023-03-06,Ready 3-6 Car does run and drive,Not specified,American Auto Transfers LLC,(408) 418-2921,amautotransfers14@gmail.com,99.8,New York - Northern New Jersey - Long Island,San Jose - Sunnyvale - Santa Clara,40.716392,-73.367108,37.303173,-121.807734,02_22_2023_16_32
CAR,Akron,OH,44310,West Lafayette,IN,47906,400,COD/COP,338,1,2014 chevrolet corvette,Runs,ENCLOSED,2023-02-23,AKRON TO West Lafayette,Call or Text  or Serap. 330-243-7337,Perfect Auto Collection,(330) 243-7337,perfectautogrp@gmail.com,97.2,Akron,Lafayette - West Lafayette,41.105854,-81.497568,40.478859,-86.95724,02_22_2023_16_32
CAR,amherst,OH,44001,columbus,OH,43213,450,COD/COP,124,1,"1970 jaguar e-type (rolls, breaks, steers)",Inop,ENCLOSED,2023-02-22,28022,call or text dakota 971 246 6601 for dispatch pmt: cod,Patriot Transport USA,(503) 914-9859,mkoberstein@patriottransportusa.com,100.0,Cleveland - Elyria - Mentor,Columbus,41.371182,-82.26007,39.97194,-82.863748,02_22_2023_16_32
CAR,Athens,OH,45701,Heath,OH,43056,150,COD/COP,72,1,2010 audi a4 allroad,Runs,ENCLOSED,2023-02-22,11250720,Danny || 404-551-4265 || needs winch || asap,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Not specified,Columbus,39.302498,-82.07867,39.995904,-82.33834,02_22_2023_16_32
SUV,Barnesville,OH,43713,Eugene,OR,97408,2000,FIFTEEN_BUSINESS_DAYS,2573,1,2022 cadillac escalade,Runs,ENCLOSED,2023-02-23,FSA1647,please text JD 816-621-0556 or book on Super Dispatch.  ,First Source Auto LLC,(816) 621-0556,jd@fsautomove.com,93.8,Wheeling,Eugene - Springfield,39.995196,-81.161531,44.140789,-123.08135,02_22_2023_16_32
CAR,Beachwood,OH,44122,Mountain City,TN,37683,500,TWO_BUSINESS_DAYS,444,1,2022 porsche 911,Runs,ENCLOSED,2023-02-21,TTT48,500,Trump That Transport LLC,(848) 333-3829,trumpthattransportllc@gmail.com,100.0,Cleveland - Elyria - Mentor,Not specified,41.479516,-81.511897,36.451464,-81.838376,02_22_2023_16_32
CAR,Chesterland,OH,44026,Buckeye,AZ,85396,1300,COD/COP,2112,1,2023 polaris rzr xp 1000,Runs,ENCLOSED,2023-02-22,10479103,CALL OR TEXT 954 536 5547,Nationwide Transport Services LLC,(754) 732-0333,central@nationwidetransportservices.com,100.0,Cleveland - Elyria - Mentor,Phoenix - Mesa - Glendale,41.534844,-81.317048,33.551108,-112.589754,02_22_2023_16_32
SUV,Cincinnati,OH,45227,Boxford,MA,01921,800,FIFTEEN_BUSINESS_DAYS,888,1,2021 porsche cayenne coupe,Runs,ENCLOSED,2023-03-02,A35160,Not specified,Mr. Flatbed Auto Logistics Inc. / Mr. Flatbed Inc.,(847) 756-7926 x1,mrflatbedinc@gmail.com,100.0,Cincinnati - Middletown,Boston - Cambridge - Quincy,39.159187,-84.372066,42.679297,-71.029386,02_22_2023_16_32
CAR,cincinnati,OH,45211,lewisville,TX,75067,800,COD/COP,959,1,1973 ford mustang,Runs,ENCLOSED,2023-02-26,267984-75327,"origin: columbia,ky 42728",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Cincinnati - Middletown,Dallas - Fort Worth - Arlington,39.158378,-84.597748,33.01972,-96.99141,02_22_2023_16_32
SUV,Cincinnati,OH,45229,Antioch,CA,94531,1500,COD/COP,2364,1,2023 mercedes-benz gls,Runs,ENCLOSED,2023-02-20,please call me at 8592068888,Not specified,Pro Transport LLC,(859) 270-6314,protransport68@gmail.com,97.9,Cincinnati - Middletown,San Francisco - Oakland - Fremont,39.153504,-84.485512,37.956612,-121.785171,02_22_2023_16_32
SUV,Cincinnati,OH,45231,Sunnyside,WA,98944,1715,COD/COP,2275,1,2005 gmc (contract signed ) envoy xl,Runs,ENCLOSED,2023-02-22,11394041,Nick||404-835-7836||ASAP,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Cincinnati - Middletown,Yakima,39.258113,-84.532367,46.389422,-120.017278,02_22_2023_16_32
CAR,Cleveland,OH,44110,Houston,TX,77055,1075,COD/COP,1312,1,2022 aston martin v8 vantage,Runs,ENCLOSED,2023-02-22,W6310 a,orig pick up 	OH - East Liberty 43319 ,Tempus Logix 2,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Cleveland - Elyria - Mentor,Houston - Sugar Land - Baytown,41.565154,-81.565028,29.804863,-95.49158,02_22_2023_16_32
CAR,columbus,OH,43220,englewood,CO,80111,950,COD/COP,1263,1,2022 nissan rogue,Runs,ENCLOSED,2023-02-27,1722394,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Columbus,Denver - Aurora,40.048746,-83.07203,39.62401,-104.871963,02_22_2023_16_32
SUV,Dayton,OH,45458,Atlanta,GA,30326,700,TWO_BUSINESS_DAYS,506,1,2013 bmw x5m,Runs,ENCLOSED,2023-02-23,29603527,"http:iTruckify.com/vsq7n VEH CANNOT GO SOONER 
DELIVERY NO ",Bears Transport LLC,(847) 810-7641,frankc778@gmail.com,100.0,Dayton - Kettering,Atlanta - Sandy Springs - Marietta,39.599287,-84.163593,33.849882,-84.361095,02_22_2023_16_32
CAR,dayton,OH,45440,las vegas,NV,89138,1600,COD/COP,1972,1,2018 porsche 911,Runs,ENCLOSED,2023-03-02,r568723,-call or request online: v2d&period;io/1nrgcz,RoadRunner Auto Transport,(516) 605-2666,dispatch@v2logistics.com,99.9,Dayton - Kettering,Las Vegas - Paradise,39.669158,-84.090296,36.168458,-115.360754,02_22_2023_16_32
CAR,East Liberty,OH,43319,Houston,TX,77055,1075,COD/COP,1191,1,2022 aston martin v8 vantage,Runs,ENCLOSED,2023-02-22,W6310,Not specified,Tempus Logix 2,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Not specified,Houston - Sugar Land - Baytown,40.307594,-83.581098,29.804863,-95.49158,02_22_2023_16_32
CAR,east liverpool,OH,43920,covington,GA,30014,800,COD/COP,711,1,1965 chevrolet chevelle,Runs,ENCLOSED,2023-02-22,1730818,"actual del in sandersville,ga 31082.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Not specified,Atlanta - Sandy Springs - Marietta,40.677032,-80.586868,33.563126,-83.843042,02_22_2023_16_32
CAR,east liverpool,OH,43920,sandersville,GA,31082,800,COD/COP,705,1,1965 chevrolet chevelle,Runs,ENCLOSED,2023-02-22,1730789,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Not specified,Not specified,40.677032,-80.586868,32.981957,-82.871162,02_22_2023_16_32
PICKUP,Euclid,OH,44117,Springfield,MO,65802,1000,COD/COP,786,1,1948 chevrolet pickup,Runs,ENCLOSED,2023-02-23,RM23040,Not specified,JDR Logistics LLC,(417) 718-3200,russellmooor@gmail.com,99.3,Cleveland - Elyria - Mentor,Springfield,41.569964,-81.526498,37.22078,-93.328184,02_22_2023_16_32
CAR,Hamilton,OH,45011,West Palm Beach,FL,33404,1100,COD/COP,1078,1,2010 ford mustang,Runs,ENCLOSED,2023-02-24,Not specified,Not specified,24/7 Shipping Autos LLC,(786) 255-4629,service@24-7shippingautos.com,98.5,Cincinnati - Middletown,Miami - Fort Lauderdale - Pompano Beach,39.426896,-84.497486,26.790272,-80.069248,02_22_2023_16_32
CAR,Lakeside Marblehead,OH,43440,Huntersville,NC,28078,700,TWO_BUSINESS_DAYS,566,1,1967 ford mustang,Runs,ENCLOSED,2023-02-28,R42528,Not specified,Bluestar Corporate Relocation Services,(818) 379-7356 x2,rmills@bluestarrelo.com,100.0,Toledo,Charlotte - Gastonia - Rock Hill,41.527298,-82.781762,35.400197,-80.866352,02_22_2023_16_32
CAR,Milford,OH,45150,Warsaw,NY,14569,650,COD/COP,461,1,1969 chevrolet corvette,Runs,ENCLOSED,2023-02-23,3783E - Broker Elwood 503-380-7566 call or text,Not specified,Total Care Trans,(816) 326-7290,nate@totalcaretrans.com,99.9,Cincinnati - Middletown,Not specified,39.162818,-84.231321,42.741147,-78.164712,02_22_2023_16_32
SUV,New Albany,OH,43054,The Lakes,NV,88901,2000,FIFTEEN_BUSINESS_DAYS,2033,1,2023 jeep grand cherokee,Runs,ENCLOSED,2023-02-22,9441-A,"Actual delivery in Aspen, CO",Executive Auto Transport LLC,(774) 304-1197,executive.autotrans@gmail.com,99.9,Columbus,Las Vegas - Paradise,40.086964,-82.808031,36.04,-114.9835,02_22_2023_16_32
SUV,New Albany,OH,43054,Aspen,CO,81611,2000,FIFTEEN_BUSINESS_DAYS,1476,1,2023 jeep grand cherokee,Runs,ENCLOSED,2023-02-22,9441,LIFTGATE ONLY,Executive Auto Transport LLC,(774) 304-1197,executive.autotrans@gmail.com,99.9,Columbus,Not specified,40.086964,-82.808031,39.138938,-106.779889,02_22_2023_16_32
CAR,north canton,OH,44720,bonaire,GA,31005,1100,COD/COP,765,1,2019 ford saleen,Runs,ENCLOSED,2023-02-22,9vg-11126,must have lift gate 1.5 inch clearance,Transport Masters USA LLC,(561) 853-1540,info@transportmasters.net,100.0,Canton - Massillon,Warner Robins,40.896635,-81.434908,32.513329,-83.575235,02_22_2023_16_32
SUV,Pickerington,OH,43147,Lake Worth,FL,33449,1000,COD/COP,1082,1,2022 bmw x5,Runs,ENCLOSED,2023-02-22,29631660,http:iTruckify.com/93qhs Flat Rate,Easy Auto Ship LLC,(330) 208-2431,dispatch@easyautoship.net,100.0,Columbus,Miami - Fort Lauderdale - Pompano Beach,39.899895,-82.746661,26.597547,-80.238442,02_22_2023_16_32
CAR,Randolph,OH,44265,Wedowee,AL,36278,951,TEN_BUSINESS_DAYS,748,1,2021 ford gt,Runs,ENCLOSED,2023-02-22,Ready Today 2-22!,Not specified,American Auto Transfers LLC,(408) 418-2921,amautotransfers14@gmail.com,99.8,Akron,Not specified,41.0329,-81.2488,33.331888,-85.510222,02_22_2023_16_32
CAR,reynoldsburg,OH,43068,atlanta,GA,30308,500,COD/COP,579,1,2023 chevrolette corvette convertible,Runs,ENCLOSED,2023-02-25,268686-75646,"actual: west union,oh 45693 to maryville,tn 37803",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Columbus,Atlanta - Sandy Springs - Marietta,39.957992,-82.768439,33.769122,-84.376454,02_22_2023_16_32
CAR,reynoldsburg,OH,43068,maryville,TN,37803,500,COD/COP,397,1,2023 chevrolette corvette convertible,Runs,ENCLOSED,2023-02-25,268686-75645,"origin: west union,oh 45693",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Columbus,Knoxville,39.957992,-82.768439,35.666666,-83.981168,02_22_2023_16_32
CAR,Tiffin,OH,44883,Miami,FL,33152,1100,FIVE_BUSINESS_DAYS,1247,1,1970 ford mustang racecar,Runs,ENCLOSED,2023-02-23,1714,Text: Jonathan @ 630-215-6646,AutoLux Logistics LLC,(305) 509-2414,info@autoluxlogistics.com,98.9,Not specified,Miami - Fort Lauderdale - Pompano Beach,41.124246,-83.169314,25.7739,-80.1937,02_22_2023_16_32
CAR,toledo,OH,43606,las vegas,NV,89108,850,COD/COP,1977,1,2021 mercedes-benz s 65 amg,Runs,ENCLOSED,2023-01-28,30456805-ug,no comment,United Global Assets Inc,(786) 785-7009,mywaydhighway91@live.com,99.2,Toledo,Las Vegas - Paradise,41.674272,-83.60292,36.21435,-115.213179,02_22_2023_16_32
PICKUP,Union City,OH,45390,Kirkland,WA,98033,1400,COD/COP,2331,1,1972 ford f-100,Runs,ENCLOSED,2023-02-22,11330100,3138871806 ASAP,Profexo Inc,(313) 486-2166,info@profexoshipping.com,99.1,Not specified,Seattle - Tacoma - Bellevue,40.21155,-84.743202,47.673156,-122.197628,02_22_2023_16_32
CAR,VANDALIA,OH,45377,Clearwater,FL,33755,1200,TWO_BUSINESS_DAYS,1002,1,2020 tesla model x,Runs,ENCLOSED,2023-03-01,R42871,Not specified,Bluestar Corporate Relocation Services,(818) 379-7356 x2,rmills@bluestarrelo.com,100.0,Dayton - Kettering,Tampa - St. Petersburg - Clearwater,39.888914,-84.226895,27.979046,-82.78302,02_22_2023_16_32
CAR,wadsworth,OH,44281,naples,FL,34109,1000,COD/COP,1221,1,1994 bmw m3,Runs,ENCLOSED,2023-02-24,30582259-uf,call or text at 6107567284 asap,United Freeway Transportation LLC,(610) 756-7472,uftransportation2021@gmail.com,99.9,Cleveland - Elyria - Mentor,Naples - Marco Island,41.062166,-81.753718,26.242099,-81.762694,02_22_2023_16_32
PICKUP,Washington Court House,OH,43160,Huntington Beach,CA,92649,1900,COD/COP,2247,1,2023 toyota tundra,Runs,ENCLOSED,2023-02-23,Not specified,Not specified,Essential Quality Inc,(714) 903-0606,ysuzuki@macusainc.com,100.0,Not specified,Los Angeles - Long Beach - Anaheim,39.541565,-83.450655,33.72226,-118.05429,02_22_2023_16_32
CAR,west union,OH,45693,maryville,TN,37803,500,COD/COP,275,1,2023 chevrolette corvette convertible,Runs,ENCLOSED,2023-02-25,268686-75641,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Not specified,Knoxville,38.801442,-83.522318,35.666666,-83.981168,02_22_2023_16_32
CAR,jones,OK,73049,atascadero,CA,93423,800,COD/COP,1488,1,1932 ford coupe,Runs,ENCLOSED,2023-02-22,31071178-ee,no comment,Elite Auto Shipping,(516) 559-5542 x1,serge@eliteautoshipping.com,99.6,Oklahoma City,San Luis Obispo - Paso Robles,35.58721,-97.296602,35.4896,-120.6698,02_22_2023_16_32
CAR,Newalla,OK,74857,Grand Isle,VT,05458,1450,COD/COP,1621,1,1969 chevrolet camaro,Inop,ENCLOSED,2023-02-23,UP20670 uship payment,Not specified,Tempus Logix,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,Oklahoma City,Burlington - South Burlington,35.352523,-97.206653,44.723144,-73.299926,02_22_2023_16_32
SUV,norman,OK,73019,jersey city,NJ,07302,900,COD/COP,1467,1,2022 lexus gx 460,Runs,ENCLOSED,2023-02-24,1727989,"actual p/u in fort smith,ar 72916.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Oklahoma City,New York - Northern New Jersey - Long Island,35.2227,-97.4395,40.720101,-74.043134,02_22_2023_16_32
CAR,Oklahoma City,OK,73125,Collins,NY,14034,1000,IMMEDIATELY,1228,1,1964 rambler station wagon,Runs,ENCLOSED,2023-03-08,OK-NY Rambler,Text 305-407-4702 for dispatch/will Zelle the payment,Moving Kingdom Inc.,(786) 788-9788,info@movingkingdom.com,100.0,Oklahoma City,Buffalo - Niagara Falls,35.4678,-97.5164,42.492597,-78.864693,02_22_2023_16_32
CAR,stillwater,OK,74074,bedford,TX,76021,500,COD/COP,260,1,2023 toyota supra,Runs,ENCLOSED,2023-02-22,AMTX 302,Not specified,Superior Quality Inc,(347) 299-3974,mikeautoship@verizon.net,100.0,Not specified,Dallas - Fort Worth - Arlington,36.07998,-97.069374,32.852506,-97.134106,02_22_2023_16_32
CAR,Tulsa,OK,74105,Beaumont,TX,77706,800,THIRTY_BUSINESS_DAYS,472,1,1966 ford mustang,Runs,ENCLOSED,2023-03-03,44238-P,30 DAY PAY/LOADS: 3/03,N.A.V.T. Inc,(972) 943-8474,navt1@aol.com,100.0,Tulsa,Beaumont - Port Arthur,36.097033,-95.964635,30.103205,-94.173932,02_22_2023_16_32
CAR,tulsa,OK,74133,fort lauderdale,FL,33322,1300,COD/COP,1391,1,2021 bmw m4,Runs,ENCLOSED,2023-02-22,268583-75601,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Tulsa,Miami - Fort Lauderdale - Pompano Beach,36.039186,-95.877639,26.148265,-80.270519,02_22_2023_16_32
CAR,tulsa,OK,74101,brier,WA,98036,1525,COD/COP,2030,1,2017 honda civic,Runs,ENCLOSED,2023-03-02,1728325,"actual p/u in fayetteville,ar 72704.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Tulsa,Seattle - Tacoma - Bellevue,36.1537,-95.9926,47.804768,-122.286194,02_22_2023_16_32
CAR,thornhill,ON,L4J 7T1,scottsdale,AZ,85254,3400,COD/COP,2206,1,2012 chevy corvett,Runs,ENCLOSED,2023-02-14,369094,call steven 2673458644 wants enclosed transport,Nationwide Transport Services LLC,(754) 732-0333,central@nationwidetransportservices.com,100.0,Not specified,Phoenix - Mesa - Glendale,43.815923,-79.466873,33.619195,-111.951657,02_22_2023_16_32
CAR,aumsville,OR,97325,grand island,NY,14072,1675,COD/COP,2714,1,2022 ford mustang gt500 shelby,Runs,ENCLOSED,2023-02-22,263615-74112,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Salem,Buffalo - Niagara Falls,44.819948,-122.86428,43.012364,-78.957902,02_22_2023_16_32
SUV,beaverton,OR,97003,loganville,GA,30052,1950,COD/COP,2686,1,2019 volvo xc90,Runs,ENCLOSED,2023-02-22,1728000,"actual p/u in bend,or 97701",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Portland - Vancouver - Hillsboro,Atlanta - Sandy Springs - Marietta,45.503528,-122.865385,33.809392,-83.889349,02_22_2023_16_32
SUV,bend,OR,97701,loganville,GA,30052,1950,COD/COP,2523,1,2019 volvo xc90,Runs,ENCLOSED,2023-02-22,1727929,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Bend,Atlanta - Sandy Springs - Marietta,44.086767,-121.257448,33.809392,-83.889349,02_22_2023_16_32
PICKUP,Bend,OR,97702,Bloomington,IL,61701,1715,COD/COP,1984,1,2018 ford f-350 super duty,Runs,ENCLOSED,2023-02-22,11442599,Simon (404) 400-5293 || Ready for dispatch,USA Carship Inc,(404) 835-7997,info@usacarship.com,96.7,Bend,Bloomington,43.972165,-121.256474,40.473388,-88.991822,02_22_2023_16_32
CAR,medford,OR,97504,seattle,WA,98134,600,TWO_BUSINESS_DAYS,455,1,2022 lucid air,Runs,ENCLOSED,2023-02-28,ula6121046,Please call/text for more info and dispatch: (708) 441-3342,Usko Logistics Inc,(708) 441-3342,alice@uskologistics.com,100.0,Medford,Seattle - Tacoma - Bellevue,42.322754,-122.793404,47.571247,-122.337752,02_22_2023_16_32
CAR,myrtle point,OR,97458,palm desert,CA,92211,400,COD/COP,950,1,1958 chevrolet impala,Runs,ENCLOSED,2023-02-23,30415822-ug,call tax rick 786-706-7634,United Global Assets Inc,(786) 785-7009,mywaydhighway91@live.com,99.2,Not specified,Riverside - San Bernardino - Ontario,43.087314,-123.986559,33.766397,-116.327934,02_22_2023_16_32
SUV,Newberg,OR,97132,Pagosa Springs,CO,81147,1950,THIRTY_BUSINESS_DAYS,1248,1,1967 ford bronco,Runs,ENCLOSED,2023-02-27,22107,Call or text Micole (786) 259-0254,United Routes LLC,(866) 352-8180 x2,dispatch@unitedroutes.com,99.8,Portland - Vancouver - Hillsboro,Not specified,45.322413,-122.982907,37.233147,-106.954647,02_22_2023_16_32
CAR,portland,OR,97201,boston,MA,02108,1675,COD/COP,3094,1,2022 ford mustang gt500 shelby,Runs,ENCLOSED,2023-02-22,263615-74114,"origin: aumsville,or 97325 to: grand island,ny 14072",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Portland - Vancouver - Hillsboro,Boston - Cambridge - Quincy,45.507416,-122.689838,42.357322,-71.0645,02_22_2023_16_32
SUV,Portland,OR,97208,Erie,CO,80516,1025,COD/COP,1237,1,2016 porsche cayenne,Runs,ENCLOSED,2023-02-23,484Gabb Uship Payment,760-609-0686-Gabb CALL/TEXT,Philam Transport,(818) 826-3216,gilbert@philamtransport.com,100.0,Portland - Vancouver - Hillsboro,Boulder,45.5239,-122.6751,40.062962,-105.02218,02_22_2023_16_32
CAR,portland,OR,97201,grand island,NY,14072,1675,COD/COP,2661,1,2022 ford mustang gt500 shelby,Runs,ENCLOSED,2023-02-22,263615-74113,"origin: aumsville,or 97325",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Portland - Vancouver - Hillsboro,Buffalo - Niagara Falls,45.507416,-122.689838,43.012364,-78.957902,02_22_2023_16_32
SUV,portland,OR,97230,casper,WY,82604,1350,FIFTEEN_BUSINESS_DAYS,1151,1,2023 lincoln aviator,Runs,ENCLOSED,2023-02-22,65143,Not specified,4 Corners Transport Services,(360) 210-7665,info@fourcornerstransportservices.com,100.0,Portland - Vancouver - Hillsboro,Casper,45.562444,-122.501725,42.96636,-106.80708,02_22_2023_16_32
SUV,portland,OR,97230,naperville,IL,60540,1425,COD/COP,2086,1,2023 lincoln aviator,Runs,ENCLOSED,2023-02-27,1729508,"del in roscoe,il 61073.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Portland - Vancouver - Hillsboro,Chicago - Naperville - Joliet,45.562444,-122.501725,41.768946,-88.135081,02_22_2023_16_32
CAR,portland,OR,97202,los angeles,CA,90011,975,COD/COP,970,1,2003 mini cooper,Runs,ENCLOSED,2023-03-06,262891-75258,"origin: terrebonne,or 97760 to: la quinta,ca 92253",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Portland - Vancouver - Hillsboro,Los Angeles - Long Beach - Anaheim,45.480312,-122.645115,34.009842,-118.258642,02_22_2023_16_32
CAR,Portland,OR,97208,Phoenix,AZ,85026,900,COD/COP,1346,1,1992 porsche 911,Runs,ENCLOSED,2023-02-22,TEXT,Not specified,Truker Inc,(904) 484-8849,info@truker.com,100.0,Portland - Vancouver - Hillsboro,Phoenix - Mesa - Glendale,45.5239,-122.6751,33.4526,-112.0734,02_22_2023_16_32
CAR,Portland,OR,97227,Fountain Hills,AZ,85268,1200,COD/COP,1367,1,1974 tvr 2500 convertible,Runs,ENCLOSED,2023-02-22,AK2343,dealer to private,Capitol Auto Transport,(786) 859-3057,capitolautotransport@hotmail.com,100.0,Portland - Vancouver - Hillsboro,Phoenix - Mesa - Glendale,45.540279,-122.676962,33.60374,-111.742483,02_22_2023_16_32
