Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time
SUV,orange,CT,06477,costa mesa,CA,92627,1700,COD/COP,2872,1,1994 jeep wrangler,Runs,ENCLOSED,2023-02-20,1662868,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,New Haven - Milford,Los Angeles - Long Beach - Anaheim,41.27948,-73.033412,33.648991,-117.91778,02_11_2023_07_58
CAR,waterbury,CT,06708,pt orange,FL,32127,900,COD/COP,1129,1,2005 chevrolet ssr,Runs,ENCLOSED,2023-02-14,146168,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,New Haven - Milford,Deltona - Daytona Beach - Ormond Beach,41.55146,-73.064841,29.114039,-80.974033,02_11_2023_07_58
CAR,washington,DC,20001,sunnyvale,TX,75182,950,COD/COP,1320,1,2016 subaru impreza sedan,Runs,ENCLOSED,2023-02-21,144979,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Washington - Arlington - Alexandria,Dallas - Fort Worth - Arlington,38.910717,-77.01666,32.794452,-96.556753,02_11_2023_07_58
SUV,Washington,DC,20007,Sarasota,FL,34230,900,COD/COP,962,1,2016 acura mdx,Runs,ENCLOSED,2023-02-10,A-99459,Not specified,GetCarrier LLC 2,(203) 774-9777,dispatch@getcarrier.com,99.7,Washington - Arlington - Alexandria,North Port - Bradenton - Sarasota,38.914063,-77.077395,27.3364,-82.5308,02_11_2023_07_58
SUV,Washington,DC,20024,Spokane,WA,99224,1950,IMMEDIATELY,2477,1,2021 ford bronco,Runs,ENCLOSED,2023-02-12,HBT-8753,Call or text (919)439-9005,HBTransit,(919) 439-9005,dispatch@hbtransit.com,100.0,Washington - Arlington - Alexandria,Spokane,38.870368,-77.036701,47.639764,-117.550836,02_11_2023_07_58
SUV,Washington,DC,20016,Whitehorse,YT,Y1A 0A1,1200,TWO_BUSINESS_DAYS,3568,1,1989 jeep grand wagoneer,Runs,ENCLOSED,2023-02-08,call    818-822-9498 or text,Not specified,Auction Connection,(818) 822-9498,mecautoinc@yahoo.com,99.7,Washington - Arlington - Alexandria,Not specified,38.93684,-77.093123,60.691457,-135.109114,02_11_2023_07_58
CAR,bridgeville,DE,19933,madison,AL,35757,700,COD/COP,806,1,1963 chevrolet corvair,Inop,ENCLOSED,2023-02-16,254060-69934,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Salisbury,Huntsville,38.72952,-75.592022,34.790305,-86.754805,02_11_2023_07_58
CAR,wilmington,DE,19801,dallas,TX,75202,700,COD/COP,1439,1,1963 chevrolet corvair,Inop,ENCLOSED,2023-02-16,254060-69937,"origin: bridgeville,de 19933 del: madison,al 35757",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Philadelphia - Camden - Wilmington,Dallas - Fort Worth - Arlington,39.720456,-75.5175,32.77991,-96.802744,02_11_2023_07_58
CAR,wilmington,DE,19801,little rock,AR,72201,700,COD/COP,1122,1,1963 chevrolet corvair,Inop,ENCLOSED,2023-02-16,254060-69936,"origin: bridgeville,de 19933 del: madison,al 35757",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Philadelphia - Camden - Wilmington,Little Rock - North Little Rock - Conway,39.720456,-75.5175,34.746722,-92.280058,02_11_2023_07_58
CAR,wilmington,DE,19801,memphis,TN,38104,700,COD/COP,976,1,1963 chevrolet corvair,Inop,ENCLOSED,2023-02-16,254060-69935,"origin: bridgeville,de 19933 del: madison,al 35757",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Philadelphia - Camden - Wilmington,Memphis,39.720456,-75.5175,35.135619,-90.001877,02_11_2023_07_58
CAR,boca raton,FL,33427,dallas,TX,75201,900,COD/COP,1279,1,2021 rolls-royce ghost,Runs,ENCLOSED,2023-02-20,30536569-sf,text 610-871-5500,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Dallas - Fort Worth - Arlington,26.3583,-80.0834,32.787706,-96.79985,02_11_2023_07_58
CAR,boca raton,FL,33427,dallas,TX,75201,910,COD/COP,1279,1,2021 rolls-royce ghost,Runs,ENCLOSED,2023-02-19,30423248-sn,no comment,Ship Auto Now LLC,(518) 913-2713,shipautonow@gmail.com,98.2,Miami - Fort Lauderdale - Pompano Beach,Dallas - Fort Worth - Arlington,26.3583,-80.0834,32.787706,-96.79985,02_11_2023_07_58
CAR,Boca Raton,FL,33496,Dallas,TX,75219,900,FIFTEEN_BUSINESS_DAYS,1266,1,2021 rolls-royce ghost,Runs,ENCLOSED,2023-02-20,38939,hardside only,Beacon Shipping Logistics,(401) 525-0654,dispatch@bslusa.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Dallas - Fort Worth - Arlington,26.409103,-80.162687,32.805428,-96.814226,02_11_2023_07_58
CAR,boca raton,FL,33487,manhattan,KS,66502,1200,COD/COP,1541,1,2020 bmw m4,Runs,ENCLOSED,2023-02-13,1720498,call/text224-300-5380,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Manhattan,26.408635,-80.092348,39.171248,-96.547604,02_11_2023_07_58
SUV,boca raton,FL,33434,gladwyne,PA,19035,850,COD/COP,1160,1,2023 land rover range rover,Runs,ENCLOSED,2023-02-23,30412611aa,pick up 223,Advantage Auto Transport,(954) 254-0704,wisdom92@gmail.com,99.8,Miami - Fort Lauderdale - Pompano Beach,Philadelphia - Camden - Wilmington,26.381251,-80.170572,40.046586,-75.280938,02_11_2023_07_58
CAR,Boca Raton,FL,33487,Ozark,MO,65721,1200,COD/COP,1253,1,2018 mclaren 720s,Runs,ENCLOSED,2023-02-15,11341786,Hardside only. Call or text 941-999-2602,Auto Movers USA LLC,(941) 894-6420,info@automoversusa.com,99.6,Miami - Fort Lauderdale - Pompano Beach,Springfield,26.408635,-80.092348,36.969067,-93.209684,02_11_2023_07_58
CAR,bradenton,FL,34210,arcadia,CA,91007,1100,COD/COP,2569,1,2019 genesis g70,Runs,ENCLOSED,2023-02-14,193670-71129,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,North Port - Bradenton - Sarasota,Los Angeles - Long Beach - Anaheim,27.449218,-82.642741,34.125076,-118.049534,02_11_2023_07_58
SUV,Bradenton,FL,34211,Glendale,AZ,85305,1200,COD/COP,2218,1,2022 volkswagen atlas,Runs,ENCLOSED,2023-02-11,11270585,text or call 4244881440. signed contract.,Crystal Car Shipping Inc,(424) 488-1452,support@crystalcarshipping.com,100.0,North Port - Bradenton - Sarasota,Phoenix - Mesa - Glendale,27.44495,-82.38664,33.530172,-112.255415,02_11_2023_07_58
CAR,Brandon,FL,33511,Aguanga,CA,92536,1440,COD/COP,2460,1,2011 bmw 3 series,Runs,ENCLOSED,2023-02-21,11202078,"150lbs pers items
deliver on 2/29 or 3/1",AmeriFreight,(770) 574-4436,dispatchfax@amerifreight.net,99.9,Tampa - St. Petersburg - Clearwater,Riverside - San Bernardino - Ontario,27.899471,-82.298257,33.508818,-116.814257,02_11_2023_07_58
CAR,bunnell,FL,32110,laredo,TX,78045,1400,COD/COP,1273,1,2018 audi rs 3,Runs,ENCLOSED,2023-02-13,TEXT 317-999-8176 for dispatch or questions,Private to Business ,Eclipse Auto Transport LLC,(317) 999-8176,joaniedevaney@gmail.com,99.9,Deltona - Daytona Beach - Ormond Beach,Laredo,29.441902,-81.339618,27.682142,-99.638438,02_11_2023_07_58
SUV,cape coral,FL,33914,littleton,CO,80128,1575,COD/COP,2002,1,2023 lincoln nautilus,Runs,ENCLOSED,2023-02-13,3623-85422,https:shrpa.io/ci?o=3623-85422 p#844-801-4068,"Sherpa Auto Transport, LLC 1",(844) 801-4068,dispatch+1@sherpaautotransport.com,100.0,Cape Coral - Fort Myers,Denver - Aurora,26.567517,-82.018611,39.570494,-105.082518,02_11_2023_07_58
CAR,clearwater,FL,33755,Gardena,CA,90249,1350,IMMEDIATELY,2503,1,1929 ford model a coupe,Runs,ENCLOSED,2023-02-10,D2008 ENCLOSED pays Zelle from Broker after BOL,Pick Up 2/10 - 2/15 Dispatch call/text 954-261-6150,Transport Carrier Solutions,(954) 261-6150,don@transportcarriersolutions.com,100.0,Tampa - St. Petersburg - Clearwater,Los Angeles - Long Beach - Anaheim,27.979046,-82.78302,33.899712,-118.317669,02_11_2023_07_58
CAR,Clearwater,FL,33761,Jamaica,NY,11436,350,COD/COP,1156,1,2021 polarais slingshot,Runs,ENCLOSED,2023-02-22,11256297,call/text 313-900-3882,Profexo Inc,(313) 486-2166,info@profexoshipping.com,99.6,Tampa - St. Petersburg - Clearwater,New York - Northern New Jersey - Long Island,28.029978,-82.723744,40.676396,-73.796821,02_11_2023_07_58
CAR,coral springs,FL,33071,bentonville,AR,72712,950,COD/COP,1331,1,2013 toyota prius,Runs,ENCLOSED,2023-02-10,9lj-50359,uship payments,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Miami - Fort Lauderdale - Pompano Beach,Fayetteville - Springdale - Rogers,26.24364,-80.265397,36.343109,-94.247154,02_11_2023_07_58
CAR,Crossings,FL,33186,Gilbert,AZ,85296,1000,COD/COP,2366,1,2003 bmw 3 series,Runs,ENCLOSED,2023-02-10,0ET,Text/Call (954) 907-7527,Supreme Auto Imports,(954) 907-7527,supremeautoimports@gmail.com,98.6,Miami - Fort Lauderdale - Pompano Beach,Phoenix - Mesa - Glendale,25.656028,-80.414856,33.335629,-111.755872,02_11_2023_07_58
CAR,Daytona Beach,FL,32114,Edinburg,TX,78541,1300,COD/COP,1290,1,1968 chevrolet camaro,Runs,ENCLOSED,2023-02-20,Rogelio Camaro Fl to TX,Dispatch 786.873.6831,Touchless Concepts LLC,(786) 873-6831,crossroads_transport_1@yahoo.com,100.0,Deltona - Daytona Beach - Ormond Beach,McAllen - Edinburg - Mission,29.192952,-81.053292,26.375679,-98.145456,02_11_2023_07_58
CAR,Daytona Beach,FL,32118,Fredonia,WI,53021,900,COD/COP,1285,1,2016 chevrolet corvette,Runs,ENCLOSED,2023-02-25,11313591,Text or Call 954-440-5236 SIGNED CONTRACT,"Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,Deltona - Daytona Beach - Ormond Beach,Milwaukee - Waukesha - West Allis,29.202099,-80.99842,43.488256,-88.000502,02_11_2023_07_58
CAR,daytona beach,FL,32114,new york,NY,10029,600,COD/COP,1040,1,2017 nissan 370z,Runs,ENCLOSED,2023-02-12,1720439,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Deltona - Daytona Beach - Ormond Beach,New York - Northern New Jersey - Long Island,29.192952,-81.053292,40.791708,-73.943319,02_11_2023_07_58
CAR,deltona,FL,32738,miami,FL,33142,200,COD/COP,251,1,2019 rolls royce wraith,Runs,ENCLOSED,2023-02-13,260271-72185,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Deltona - Daytona Beach - Ormond Beach,Miami - Fort Lauderdale - Pompano Beach,28.908833,-81.18572,25.812534,-80.24044,02_11_2023_07_58
SUV,dunedin,FL,34698,littleton,CO,80130,1200,COD/COP,1882,1,2021 jeep wrangler,Runs,ENCLOSED,2023-02-20,239079-72212,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Tampa - St. Petersburg - Clearwater,Denver - Aurora,28.040529,-82.786511,39.540017,-104.923509,02_11_2023_07_58
CAR,Eustis,FL,32726,Alva,FL,33920,350,COD/COP,175,1,1991 ferrari tes,Runs,ENCLOSED,2023-02-14,Not specified,Not specified,Peluzzo Exotic Transport,(410) 610-1283,peluzzoexotictransport@gmail.com,100.0,Orlando - Kissimmee - Sanford,Cape Coral - Fort Myers,28.860025,-81.694352,26.721131,-81.663344,02_11_2023_07_58
SUV,everglades city,FL,34139,fargo,ND,58104,2200,COD/COP,2021,1,2023 porsche macan gts,Runs,ENCLOSED,2023-02-16,30410458-rm,no comment,RMS Auto Brokers,(239) 250-7639,sales@soexinc.com,98.8,Naples - Marco Island,Fargo,25.851994,-81.378441,46.796663,-96.882706,02_11_2023_07_58
SUV,fort lauderdale,FL,33331,columbia,MD,21044,800,COD/COP,1075,1,2017 maserati levante,Runs,ENCLOSED,2023-02-13,30928503-us,asap,US Star Trucking LLC,(865) 730-4992,usstartrucking@gmail.com,99.8,Miami - Fort Lauderdale - Pompano Beach,Baltimore - Towson,26.065832,-80.370922,39.20442,-76.881353,02_11_2023_07_58
CAR,fort lauderdale,FL,33324,saint augustine,FL,32084,325,COD/COP,293,1,2003 bmw m3 convertible,Runs,ENCLOSED,2023-02-13,29172580,Not specified,Flix Auto Transport LLC,(512) 549-4085,dispatch@flixautotransport.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Jacksonville,26.10902,-80.27241,29.900382,-81.347082,02_11_2023_07_58
CAR,fort lauderdale,FL,33309,lewiston,ID,83501,1750,COD/COP,3046,1,1936 auburn speedster replica,Runs,ENCLOSED,2023-02-13,29477559,call or text 561 807 7484,Lightning Auto Carriers,(561) 807-7484,jmv7784@yahoo.com,99.4,Miami - Fort Lauderdale - Pompano Beach,Lewiston,26.188293,-80.170448,46.198808,-116.882166,02_11_2023_07_58
CAR,Fort Lauderdale,FL,33301,Windermere,FL,34786,300,COD/COP,222,1,1967 jaguar e type,Runs,ENCLOSED,2023-02-15,11278836,ready WED 2-15 cash cod txt call 754 422 8425 rob,Monarch Car Shipping,(754) 422-8425,robyn6053@gmail.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Orlando - Kissimmee - Sanford,26.121115,-80.127232,28.480217,-81.555979,02_11_2023_07_58
SUV,fort lauderdale,FL,33331,scottsdale,AZ,85251,1400,COD/COP,2355,1,2022 range rover sport,Runs,ENCLOSED,2023-02-15,260761-72466,"origin: west palm beach,fl 33401",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Miami - Fort Lauderdale - Pompano Beach,Phoenix - Mesa - Glendale,26.065832,-80.370922,33.494096,-111.922881,02_11_2023_07_58
CAR,Fort Myers,FL,33913,York,PA,17401,475,COD/COP,1138,1,1976 triumph tr6,Runs,ENCLOSED,2023-02-11,11310293,call/text 313-900-3882,Profexo Inc,(313) 486-2166,info@profexoshipping.com,99.6,Cape Coral - Fort Myers,York - Hanover,26.537276,-81.683322,39.96113,-76.734026,02_11_2023_07_58
CAR,Fort Myers,FL,33913,York,PA,17408,415,COD/COP,1146,1,1976 triumph tr6,Runs,ENCLOSED,2023-02-13,11310291,Thomas 470-348-0769 || ready for pickup || signed contract,USA Carship Inc,(404) 835-7997,info@usacarship.com,97.0,Cape Coral - Fort Myers,York - Hanover,26.537276,-81.683322,39.943596,-76.804015,02_11_2023_07_58
SUV,fort ogden,FL,34267,hillsborough,NJ,08844,900,COD/COP,1163,1,2021 land rover range rover,Runs,ENCLOSED,2023-02-04,5057,text nicole 9548573973,First Class Auto Transport Corp.,Accounting 954-701-2996,nicole@firstclassautotransporters.com,97.7,Not specified,New York - Northern New Jersey - Long Island,27.0866,-81.9786,40.498993,-74.684705,02_11_2023_07_58
CAR,Fort Pierce,FL,34945,Battle Creek,MI,49014,900,COD/COP,1286,1,1972 plymouth duster,Runs,ENCLOSED,2023-02-14,DUSTER,TEXT 772-380-6160 FOR DISPATCH ,Truck Em Corp,(772) 201-3725,truckemallover@gmail.com,100.0,Port St. Lucie,Battle Creek,27.434131,-80.534101,42.30294,-85.10537,02_11_2023_07_58
CAR,Hollywood,FL,33027,Castle Rock,CO,80104,1300,COD/COP,2049,1,2021 mercedes-benz e63 wagon,Runs,ENCLOSED,2023-02-15,281739,CALL DAVID 754-224-0281 dealer to private ,Bams Auto Carriers II LLC,(754) 224-0281,bamsautocarriers@gmail.com,99.9,Miami - Fort Lauderdale - Pompano Beach,Denver - Aurora,25.982281,-80.343566,39.303926,-104.821485,02_11_2023_07_58
CAR,hollywood,FL,33023,fort lauderdale,FL,33301,300,COD/COP,15,1,2023 formula one race car,Inop,ENCLOSED,2023-02-20,256737-72593,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Miami - Fort Lauderdale - Pompano Beach,Miami - Fort Lauderdale - Pompano Beach,25.991066,-80.211084,26.121115,-80.127232,02_11_2023_07_58
CAR,Jacksonville,FL,32225,Nashville,TN,37210,600,COD/COP,619,1,2020 porsche panamera,Runs,ENCLOSED,2023-02-10,PLEASE TEXT 317-999-8176 for dispatch,Not specified,Eclipse Auto Transport LLC,(317) 999-8176,joaniedevaney@gmail.com,99.9,Jacksonville,Nashville-Davidson - Murfreesboro - Franklin,30.3539,-81.499068,36.139207,-86.732385,02_11_2023_07_58
CAR,Jacksonville,FL,32224,Sevierville,TN,37876,450,COD/COP,531,1,2022 harley davidson road glide special,Runs,ENCLOSED,2023-02-23,11196501,Not specified,Eship Corp,(754) 222-5377,info@eshiptransport.com,98.7,Jacksonville,Not specified,30.287288,-81.473498,35.853558,-83.508443,02_11_2023_07_58
SUV,Jax,FL,32206,Portland,OR,97203,1700,COD/COP,2995,1,1983 jeep cj-7,Runs,ENCLOSED,2023-02-22,CAR321015,Not specified,National Car Transport,(305) 964-8300,info@nationalcartransport.com,99.8,Jacksonville,Portland - Vancouver - Hillsboro,30.351867,-81.641536,45.611119,-122.741338,02_11_2023_07_58
CAR,jupiter,FL,33458,katy,TX,77494,900,COD/COP,1136,1,2012 mini cooper coupe,Runs,ENCLOSED,2023-02-16,1709772,Not specified,Montway LLC- Relocation,(224) 300-5401,vip@montway.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Houston - Sugar Land - Baytown,26.936947,-80.135437,29.740187,-95.83018,02_11_2023_07_58
CAR,Kissimmee,FL,34741,Bronx,NY,10451,700,COD/COP,1120,1,2011 nissan gt-r,Inop,ENCLOSED,2023-02-13,GTR01,CALL OR TXT 8483169149 PLEASE,East Coast Cargo LLC,(848) 309-4439,eccargoauto@gmail.com,100.0,Orlando - Kissimmee - Sanford,New York - Northern New Jersey - Long Island,28.306895,-81.42294,40.818953,-73.920406,02_11_2023_07_58
CAR,Lake Wales,FL,33853,Orlando,FL,32820,200,COD/COP,73,1,2022 golf cart blue,Runs,ENCLOSED,2023-02-20,9790691,"Monday, February 20, 2023",Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,Lakeland,Orlando - Kissimmee - Sanford,27.902635,-81.584565,28.574355,-81.097485,02_11_2023_07_58
CAR,Leesburg,FL,34748,Paris,KY,40361,500,COD/COP,799,1,1958 mg mga,Inop,ENCLOSED,2023-02-13,192,Not specified,Mike's Discount Auto Transport,(715) 687-4600,discountat@gmail.com,99.7,Orlando - Kissimmee - Sanford,Lexington - Fayette,28.754404,-81.86266,38.219348,-84.22203,02_11_2023_07_58
CAR,Lehigh Acres,FL,33936,Beckley,WV,25801,801,COD/COP,891,1,1966 ford shelby gt350,Runs,ENCLOSED,2023-02-11,11343624,TEXT 786 802 2081 !!!,Silver Express Logistics,(786) 802-2081,support@silverexpresslogistics.com,99.7,Cape Coral - Fort Myers,Not specified,26.60673,-81.614999,37.822624,-81.231806,02_11_2023_07_58
SUV,marco island,FL,34145,flower mound,TX,75022,1200,COD/COP,1342,1,2017 acura rdx,Runs,ENCLOSED,2023-02-25,30410234rm,no comment,RMS Auto Brokers,(239) 250-7639,sales@soexinc.com,98.8,Naples - Marco Island,Dallas - Fort Worth - Arlington,25.93777,-81.699725,33.02861,-97.121368,02_11_2023_07_58
CAR,Melbourne,FL,32904,Escondido,CA,92025,1100,COD/COP,2494,1,2021 mazda mazda6,Runs,ENCLOSED,2023-02-16,11298996,Call or text (786) 471-0947 for dispatch,M & M Freight and Logistics LLC,(305) 726-4640,phillip@mmfreight-logistics.com,100.0,Palm Bay - Melbourne - Titusville,San Diego - Carlsbad - San Marcos,28.079396,-80.753872,33.09023,-117.007239,02_11_2023_07_58
SUV,miami,FL,33161,denver,CO,80211,1200,COD/COP,2059,1,2023 lexus nx h,Runs,ENCLOSED,2023-02-15,4245146,Not specified,Moverjet Logistics LLC,(302) 248-5115,dispatch@moverjetlogistics.com,99.5,Miami - Fort Lauderdale - Pompano Beach,Denver - Aurora,25.894301,-80.181814,39.764131,-105.017788,02_11_2023_07_58
CAR,Miami,FL,33172,League City,TX,77573,850,COD/COP,1194,1,2017 bentley continental,Runs,ENCLOSED,2023-02-10,11328328,FOR DISPATCH TEXT 754-304-5145,American Auto Transport,(954) 278-3873,dispatch@autotransportaat.com,99.8,Miami - Fort Lauderdale - Pompano Beach,Houston - Sugar Land - Baytown,25.789886,-80.361262,29.511641,-95.087068,02_11_2023_07_58
SUV,Miami,FL,33181,Huntsville,AL,35806,800,COD/COP,875,1,2021 audi rs q8,Runs,ENCLOSED,2023-02-13,MIAMI TO HUNTSVILLE AL,"TEXT PLEASE PICKUP UP AND DELIVERY DATES BUS. NAME, W9 INS",Hiley Cars Huntsville LP,(256) 529-2280,ehedges@hileyhuntsville.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Huntsville,25.896948,-80.15136,34.759182,-86.689641,02_11_2023_07_58
CAR,miami,FL,33137,brandon,MS,39042,550,COD/COP,912,1,2023 genesis g90,Runs,ENCLOSED,2023-02-13,30433745-st,asap 3152341090,SAFEEDS TRANSPORT INC,(315) 314-4337,info@safeeds.us,100.0,Miami - Fort Lauderdale - Pompano Beach,Jackson,25.81439,-80.178205,32.220284,-89.862338,02_11_2023_07_58
CAR,Miami,FL,33166,Burbank,CA,91502,1600,FIFTEEN_BUSINESS_DAYS,2750,1,2020 lamborghini huracan,Runs,ENCLOSED,2023-02-10,Not specified,Not specified,LG Exotic Auto Trans/LG Exotic Auto Trans Broker,(310) 839-0900,sales@lgexoticautotransport.com,99.6,Miami - Fort Lauderdale - Pompano Beach,Los Angeles - Long Beach - Anaheim,25.835822,-80.301342,34.177273,-118.309626,02_11_2023_07_58
CAR,Miami,FL,33101,Modesto,CA,95350,1155,COD/COP,2972,1,2007 lamborghini gallardo,Runs,ENCLOSED,2023-02-11,11226066,Richard 470-560-3627 Asap,USA Carship Inc,(404) 835-7997,info@usacarship.com,97.0,Miami - Fort Lauderdale - Pompano Beach,Modesto,25.7738,-80.1936,37.667655,-121.014765,02_11_2023_07_58
SUV,Miami,FL,33138,Oklahoma City,OK,73118,1000,COD/COP,1509,1,1993 mitsubishi bravo,Runs,ENCLOSED,2023-02-10,FL-OK,Small -10.8L x 4.5W x 6.25H PIC avail- Txt- 239-214-5071,Towmax Transport Corp 2,(239) 772-5949,towmaxtransport@gmail.com,98.6,Miami - Fort Lauderdale - Pompano Beach,Oklahoma City,25.854178,-80.17979,35.518936,-97.529841,02_11_2023_07_58
CAR,Miami,FL,33186,Oviedo,FL,32765,300,COD/COP,250,1,1984 delorean delorean,Runs,ENCLOSED,2023-02-13,11338122,CALL DIRECT 954-210-0208,Haul Away Auto Transport Inc,(754) 201-2242,info@haulawayautotransport.com,98.7,Miami - Fort Lauderdale - Pompano Beach,Orlando - Kissimmee - Sanford,25.656028,-80.414856,28.67714,-81.203574,02_11_2023_07_58
CAR,Miami,FL,33157,Chandler,AZ,85226,1300,COD/COP,2368,1,2021 porsche taycan turbo s,Runs,ENCLOSED,2023-02-11,11171465,Call/Text 4706545571. Vehicle is ready to dispatch Full Cod.,Cheapautotrans Inc,(770) 881-7185,info@cheapautotrans.com,97.2,Miami - Fort Lauderdale - Pompano Beach,Phoenix - Mesa - Glendale,25.60441,-80.335216,33.266332,-111.943009,02_11_2023_07_58
CAR,miami,FL,33157,chandler,AZ,85226,1100,COD/COP,2368,1,2021 porsche taycan turbo s,Runs,ENCLOSED,2023-02-06,30458121-ug,call or text 786-788-0342,United Global Assets Inc,(786) 785-7009,mywaydhighway91@live.com,99.2,Miami - Fort Lauderdale - Pompano Beach,Phoenix - Mesa - Glendale,25.60441,-80.335216,33.266332,-111.943009,02_11_2023_07_58
CAR,Miami,FL,33143,Savannah,GA,31419,375,COD/COP,484,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-02-13,2023 02 13 AND - AUB - Corvette,Not specified,"Jay's Auto Transport, Inc.",(954) 709-7541,jay@jaysautotransport.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Savannah,25.703525,-80.289967,31.90731,-81.198982,02_11_2023_07_58
CAR,miami,FL,33157,boone,NC,28607,400,COD/COP,845,1,2007 saturn sky,Runs,ENCLOSED,2023-02-06,30431251-as,asap 865 344-0782,Albatross Auto Shipping LLC,(865) 381-8015,info@albatrossllc.net,100.0,Miami - Fort Lauderdale - Pompano Beach,Not specified,25.60441,-80.335216,36.225041,-81.656946,02_11_2023_07_58
SUV,Miami Beach,FL,33139,Calabasas,CA,91302,1700,TEN_BUSINESS_DAYS,2781,1,1994 land rover defender d90 convertible,Runs,ENCLOSED,2023-02-25,11056396,"Text 954-825-6091 - 6.3"" tall",ShipYourCarNow LLC,(917) 933-5723,cdfdtest@shipyourcarnow.com,99.8,Miami - Fort Lauderdale - Pompano Beach,Los Angeles - Long Beach - Anaheim,25.780996,-80.15267,34.121058,-118.664614,02_11_2023_07_58
PICKUP,Milton,FL,32571,Flat Rock,AL,35966,400,COD/COP,361,1,1971 chevrolet c/k 10 series,Runs,ENCLOSED,2023-02-10,CHEVY-FL to AL(PRIVATE),Not specified,Sandtown Logistics LLC,(770) 599-7134,sandtownlogisticllc@gmail.com,99.8,Pensacola - Ferry Pass - Brent,Not specified,30.664458,-87.199242,34.814528,-85.700649,02_11_2023_07_58
CAR,Monticello,FL,32344,Mount Pleasant,SC,29464,400,COD/COP,384,1,2010 club car precedent,Runs,ENCLOSED,2023-02-21,11251549,Delivery Feb 23-24,Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,Tallahassee,Charleston - North Charleston,30.468599,-83.859098,32.821494,-79.852362,02_11_2023_07_58
CAR,naples,FL,34114,aiken,SC,29803,500,COD/COP,627,1,2018 chevrolet corvette coupe,Runs,ENCLOSED,2023-02-24,2273722-at,ready feb 24,Ultimate Transport 123,(888) 885-9123 x3,dispatch@ultimatetransport123.com,100.0,Naples - Marco Island,Augusta - Richmond County,26.00557,-81.533029,33.449644,-81.69616,02_11_2023_07_58
CAR,Naples,FL,34104,Hillsborough,NC,27278,600,COD/COP,845,1,2021 backdraft shelby replica,Runs,ENCLOSED,2023-02-13,Please Text Only Will @ 239-537-1001 Thanks,Not specified,Naples Motorsports,(239) 430-5655,sara@naplesmotorsports.com,99.0,Naples - Marco Island,Durham,26.15308,-81.73657,36.069564,-79.064393,02_11_2023_07_58
CAR,naples,FL,34116,piermont,NY,10968,600,COD/COP,1305,1,2016 mercedes-benz s-class,Runs,ENCLOSED,2023-02-16,1722287,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Naples - Marco Island,New York - Northern New Jersey - Long Island,26.186278,-81.711026,41.040922,-73.912591,02_11_2023_07_58
CAR,North Fort Myers,FL,33903,Blue Hill,ME,04614,1200,COD/COP,1705,1,2010 ford mustang,Runs,ENCLOSED,2023-02-16,JDBB2H6N9K9-1-31,Not specified,Marvel Auto Transport LLC,(888) 231-7003,shannonrjenkins111@gmail.com,100.0,Cape Coral - Fort Myers,Not specified,26.698105,-81.937054,44.408537,-68.587088,02_11_2023_07_58
