Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
SUV,Eugene,OR,97404,Bethesda,MD,20817,1900,COD/COP,2822,1,2016 acura mdx,Runs,ENCLOSED,2023-02-07,29433930,http:iTruckify.com/ddg36,Easy Auto Ship LLC,(330) 208-2431,dispatch@easyautoship.net,100.0,Eugene - Springfield,Washington - Arlington - Alexandria,44.103392,-123.133906,39.003314,-77.159528,02_06_2023_11_18,02_06_2023_14_56
CAR,Indiana,PA,15701,Irvine,CA,92614,2000,COD/COP,2492,1,1988 chevrolet corvette,Runs,ENCLOSED,2023-02-06,PLEASE TEXT 317-999-8176 for dispatch,Not specified,Eclipse Auto Transport LLC,(317) 999-8176,joaniedevaney@gmail.com,99.9,Not specified,Los Angeles - Long Beach - Anaheim,40.620555,-79.144662,33.68411,-117.827543,02_06_2023_11_18,02_06_2023_11_24
CAR,broomfield,CO,80023,mooresville,NC,28115,1150,COD/COP,1576,1,2021 mclaren 765lt,Runs,ENCLOSED,2023-02-06,146042,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Denver - Aurora,Charlotte - Gastonia - Rock Hill,39.971644,-105.015644,35.588778,-80.762717,02_06_2023_11_18,02_06_2023_11_24
CAR,fremont,CA,94536,deforest,WI,53532,1400,COD/COP,2132,1,2000 acura nsx,Runs,ENCLOSED,2023-02-06,1718462,"p/u in merced,ca 95348.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,San Francisco - Oakland - Fremont,Madison,37.56699,-121.982656,43.231054,-89.345398,02_06_2023_11_18,02_06_2023_13_09
SUV,hanford,CA,93230,brooklyn,NY,11220,1675,COD/COP,2903,1,2016 kia soul,Runs,ENCLOSED,2023-02-06,146080,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Hanford - Corcoran,New York - Northern New Jersey - Long Island,36.30609,-119.632116,40.640737,-74.018376,02_06_2023_11_18,02_06_2023_14_22
SUV,paramount,CA,90723,marion,IL,62959,1600,COD/COP,1933,1,2023 kia sportage hybrid,Runs,ENCLOSED,2023-02-06,1700722,hawaii shipment call/text 224-300-5380,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Los Angeles - Long Beach - Anaheim,Not specified,33.899133,-118.165187,37.722908,-88.87762,02_06_2023_11_18,02_06_2023_11_34
CAR,Cumming,GA,30041,Bodega Bay,CA,94923,1800,TWO_BUSINESS_DAYS,2571,1,2018 chevrolet corvette,Runs,ENCLOSED,2023-02-06,60789,CALL MITCH 954-326-1400--,Bams Auto Carriers II LLC,(754) 224-0281,bamsautocarriers@gmail.com,99.9,Atlanta - Sandy Springs - Marietta,Santa Rosa - Petaluma,34.202484,-84.109612,38.348926,-123.031171,02_06_2023_11_21,02_06_2023_14_56
CAR,Orlando,FL,32839,Franklin,TN,37064,1000,TWO_BUSINESS_DAYS,694,1,2023 bentley gtc,Runs,ENCLOSED,2023-02-06,11285089,"comcheck, ready asap",High End Transport,(305) 816-2255,dispatch@highendtransport.com,100.0,Orlando - Kissimmee - Sanford,Nashville-Davidson - Murfreesboro - Franklin,28.491738,-81.409762,35.883237,-86.961133,02_06_2023_11_21,02_06_2023_11_54
CAR,bristol,PA,19007,saint michael,MN,55376,350,COD/COP,1211,1,1968 chevrolet chevelle hood and driveshaft only,Inop,ENCLOSED,2023-02-06,28782883,denise call/txt 352-398-9852 only a hood driveshaft an,All Coast Auto Transport,(561) 288-6260,allcoastauto@hotmail.com,99.9,Philadelphia - Camden - Wilmington,Minneapolis - St. Paul - Bloomington,40.116456,-74.843662,45.202136,-93.657541,02_06_2023_11_21,02_06_2023_14_56
SUV,Hamilton,OH,45011,Clearwater,FL,33765,1200,TWO_BUSINESS_DAYS,963,1,2021 cadillac escalade esv,Runs,ENCLOSED,2023-02-15,esvohtofl,"Enclosed, resident to resident, 2 day pay, del by 2/19",Bay View Car Company LLC,810-459-4979,bayviewcarcompany@yahoo.com,100.0,Cincinnati - Middletown,Tampa - St. Petersburg - Clearwater,39.426896,-84.497486,27.975708,-82.746457,02_06_2023_11_21,02_06_2023_13_34
CAR,Norwalk,OH,44857,Freeport,PA,16229,400,COD/COP,193,1,1931 ford model a,Runs,ENCLOSED,2023-02-06,11284598,ready to go,Certified Auto Shippers LLC,(503) 760-3232,kathy@certifiedautoshippers.com,100.0,Not specified,Pittsburgh,41.2205,-82.590176,40.707944,-79.647312,02_06_2023_11_21,02_06_2023_11_34
CAR,Cedar,MN,55011,San Tan Valley,AZ,85140,900,COD/COP,1672,1,2001 harley-davidson heritage classic,Runs,ENCLOSED,2023-02-08,11254711,Please call 561-200-3777 x2  24/7 RTG Anytime,Relocation Gurus LLC,(305) 564-2983,support@relocationgurus.com,93.0,Minneapolis - St. Paul - Bloomington,Phoenix - Mesa - Glendale,45.341538,-93.240187,33.245483,-111.530217,02_06_2023_11_21,02_06_2023_11_21
PICKUP,bozeman,MT,59718,montville,NJ,07045,2200,COD/COP,2146,1,1968 ford ranger,Runs,ENCLOSED,2023-02-07,108929,Not specified,Ace Logistics Group Holdings LLC,(850) 790-0280,dispatch@tigerautotransport.com,100.0,Not specified,New York - Northern New Jersey - Long Island,45.657979,-111.203482,40.914421,-74.366953,02_06_2023_11_21,02_06_2023_11_48
CAR,fredonia,AZ,86022,las vegas,NV,89118,400,COD/COP,215,1,1964 buick riviera,Inop,ENCLOSED,2023-02-06,145441,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Flagstaff,Las Vegas - Paradise,36.809266,-112.415198,36.0784,-115.21193,02_06_2023_11_21,02_06_2023_13_18
CAR,phoenix,AZ,85004,las vegas,NV,89118,400,COD/COP,302,1,1964 buick riviera,Inop,ENCLOSED,2023-02-06,145441-1,"pul: fredonia,az 86022 del: las vegas,nv 89118",SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Phoenix - Mesa - Glendale,Las Vegas - Paradise,33.45064,-112.069406,36.0784,-115.21193,02_06_2023_11_21,02_06_2023_13_18
MOTORCYCLE,Windsor,NJ,8561,Perth Amboy,NJ,08861,80,FIVE_BUSINESS_DAYS,29,1,2020 harley davidson xl1200,Runs,OPEN,2023-02-06,NY_41035,Copart  could be inop. Fork on/off if needed.,"Baltic Auto Shipping, Inc",(708) 924-7481,transport@balticasi.com,99.7,Trenton - Ewing,New York - Northern New Jersey - Long Island,40.250309,-74.5826,40.521502,-74.275771,02_06_2023_11_21,02_06_2023_11_57
MOTORCYCLE,asheville,NC,28806,tomahawk,WI,54487,575,COD/COP,969,1,2015 harley davidson flrt freewheeler,Runs,ENCLOSED,2023-02-07,30436348-kc,please call 323 815-7220,K&C Auto Transport LLC,(908) 345-2998,admin@kcautotransport.com,97.4,Asheville,Wausau,35.571619,-82.621572,45.514166,-89.728896,02_06_2023_11_21,02_06_2023_14_56
CAR,salt lake city,UT,84112,las vegas,NV,89118,400,COD/COP,432,1,1964 buick riviera,Inop,ENCLOSED,2023-02-06,145441-2,"pul: fredonia,az 86022 del: las vegas,nv 89118",SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Salt Lake City,Las Vegas - Paradise,40.765863,-111.842092,36.0784,-115.21193,02_06_2023_11_21,02_06_2023_13_18
CAR,North Salt Lake,UT,84054,Gainesville,FL,32601,1800,FIVE_BUSINESS_DAYS,2220,1,2015 ferrari 458 italia,Runs,ENCLOSED,2023-02-07,458 text only MUST BE LIFTGATE TRUCK,Not specified,SBN Trucking LLC,(904) 540-9104,j.sbnlogistics@gmail.com,100.0,Ogden - Clearfield,Gainesville,40.842062,-111.91974,29.63964,-82.321462,02_06_2023_11_21,02_06_2023_14_56
CAR,Sun Prairie,WI,53590,Tampa,FL,33630,1200,FIVE_BUSINESS_DAYS,1336,1,2012 porsche 911,Runs,ENCLOSED,2023-02-06,Not specified,Not specified,Sun Rise Auto Transport Inc.,815-690-3937,sunriseautotransport@yahoo.com,100.0,Madison,Tampa - St. Petersburg - Clearwater,43.194622,-89.20792,27.9473,-82.4588,02_06_2023_11_21,02_06_2023_12_46
CAR,sutton,WV,26601,keller,TX,76244,1400,COD/COP,1157,1,2023 chevrolet corvette,Runs,ENCLOSED,2023-02-06,30528966-sf,610 871-7744,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,Not specified,Dallas - Fort Worth - Arlington,38.650792,-80.65763,32.9347,-97.2515,02_06_2023_11_21,02_06_2023_12_34
MOTORCYCLE,Magna,UT,84044,Waxahachie,TX,75165,600,COD/COP,1275,1,2022 cana maverick x,Inop,OPEN,2023-02-06,Salt Lake-01,Not specified,Leystel Auto LLC,(301) 433-5525,stanley.amaechi@leystel.com,92.9,Salt Lake City,Dallas - Fort Worth - Arlington,40.702898,-112.090014,32.322465,-96.780605,02_06_2023_11_24,02_06_2023_13_28
CAR,Boise,ID,83708,Cypress,TX,77433,1700,TEN_BUSINESS_DAYS,1931,1,2022 dodge charger,Runs,ENCLOSED,2023-02-06,call 619-507-3670 text,Not specified,Diamond Auto Logistics LLC,(619) 937-8900,victoria@diamondautotransport.com,100.0,Boise City - Nampa,Houston - Sugar Land - Baytown,43.5545,-116.1616,29.960082,-95.739218,02_06_2023_11_24,02_06_2023_13_53
CAR,red bud,IL,62278,sacramento,CA,94207,1925,COD/COP,2004,1,1969 chevrolet el camino,Inop,ENCLOSED,2023-02-06,254636-70671,"destination: fallon,nv 89406",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Not specified,Sacramento - Arden-Arcade - Roseville,38.20316,-90.008645,38.5819,-121.4935,02_06_2023_11_24,02_06_2023_14_56
CAR,Braidwood,IL,60408,Geneva,IL,60134,225,COD/COP,53,1,1967 chevrolet camaro,Runs,ENCLOSED,2023-02-08,23-3493,text or call 754-270-6744,Freedom Auto Transport LLC,(954) 320-0330,dispatch@freedomautotransport.com,100.0,Chicago - Naperville - Joliet,Chicago - Naperville - Joliet,41.245468,-88.216796,41.87247,-88.338508,02_06_2023_11_24,02_06_2023_12_46
CAR,jacksonville,FL,32202,tacoma,WA,98407,1625,COD/COP,3061,1,1968 amc amx,Runs,ENCLOSED,2023-02-06,255744-70508,"origin: new orleans,la 70123",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Jacksonville,Seattle - Tacoma - Bellevue,30.327983,-81.646937,47.293912,-122.507495,02_06_2023_11_24,02_06_2023_14_56
CAR,redmond,WA,98052,minneapolis,MN,55437,1300,COD/COP,1668,1,2018 dodge challenger,Runs,ENCLOSED,2023-02-06,144679,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Seattle - Tacoma - Bellevue,Minneapolis - St. Paul - Bloomington,47.680496,-122.120938,44.823052,-93.348198,02_06_2023_11_24,02_06_2023_12_24
SUV,Houston,TX,77061,Brooklyn,NY,11229,1500,COD/COP,1648,1,2019 mercedes-benz g-class,Runs,ENCLOSED,2023-02-06,2122898999 call me this number,Not specified,VIP Auto Group LLC,(929) 545-8250,adialekperov@gmail.com,0.0,Houston - Sugar Land - Baytown,New York - Northern New Jersey - Long Island,29.652842,-95.283357,40.601296,-73.940215,02_06_2023_11_24,02_06_2023_14_56
CAR,mobile,AL,36602,tacoma,WA,98407,1625,COD/COP,2695,1,1968 amc amx,Runs,ENCLOSED,2023-02-06,255744-70506,"origin: new orleans,la 70123",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Mobile,Seattle - Tacoma - Bellevue,30.688342,-88.033005,47.293912,-122.507495,02_06_2023_11_24,02_06_2023_14_56
PICKUP,Phoenix,AZ,85014,Aliso Viejo,CA,92656,601,COD/COP,373,1,2023 ford f-150 raptor,Runs,ENCLOSED,2023-02-06,11285682,call/text co name to 786-797-7694 from dealer to pvt,"Mercury Auto Transport, Inc.1",(954) 239-2597,matt@mercuryautotransport.com,99.9,Phoenix - Mesa - Glendale,Los Angeles - Long Beach - Anaheim,33.509254,-112.056286,33.57358,-117.729559,02_06_2023_11_24,02_06_2023_14_56
SUV,chandler,AZ,85224,lehigh acres,FL,33936,1550,COD/COP,2283,1,2013 lexus rx 350,Runs,ENCLOSED,2023-02-07,1718469,"p/u in prescott,az 86301.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Phoenix - Mesa - Glendale,Cape Coral - Fort Myers,33.324126,-111.876872,26.60673,-81.614999,02_06_2023_11_24,02_06_2023_12_04
CAR,red bud,IL,62278,san francisco,CA,94105,1925,COD/COP,2089,1,1969 chevrolet el camino,Inop,ENCLOSED,2023-02-06,254636-70672,"destination: fallon,nv 89406",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Not specified,San Francisco - Oakland - Fremont,38.20316,-90.008645,37.788543,-122.393872,02_06_2023_11_24,02_06_2023_14_56
CAR,red bud,IL,62278,fallon,NV,89406,1925,COD/COP,1855,1,1969 chevrolet el camino,Inop,ENCLOSED,2023-02-06,254636-70670,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Not specified,Not specified,38.20316,-90.008645,39.537984,-118.343593,02_06_2023_11_24,02_06_2023_14_56
CAR,Mechanicsburg,PA,17050,Madison,WI,53711,900,FIFTEEN_BUSINESS_DAYS,795,1,2022 porsche taycan $1800 round trip,Runs,ENCLOSED,2023-02-06,RC1780 call/text 818-517-3833 Ryan $1800 roundtrip,DISPATCH: 818-517-3833 call/text Ryan 818-517-3833,Red Carpet Transport Solutions LLC,(508) 740-9988,tanya@redcarpettrans.com,100.0,Harrisburg - Carlisle,Madison,40.246976,-77.023234,43.020436,-89.412671,02_06_2023_11_24,02_06_2023_12_34
SUV,Bloomfield Hills,MI,48304,The Villages,FL,32163,1400,COD/COP,1139,1,2021 lincoln nautilus,Runs,ENCLOSED,2023-02-15,11284209,Not specified,Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,Detroit - Warren - Livonia,Not specified,42.587024,-83.236373,28.93,-81.95,02_06_2023_11_24,02_06_2023_12_46
CAR,Cedar,MN,55011,San Tan Valley,AZ,85140,900,COD/COP,1672,1,2001 harley-davidson heritage classic,Runs,ENCLOSED,2023-02-08,11254711,Please call 561-200-3777 x2  24/7 WILL BE READY ON  2/8,Relocation Gurus LLC,(305) 564-2983,support@relocationgurus.com,93.0,Minneapolis - St. Paul - Bloomington,Phoenix - Mesa - Glendale,45.341538,-93.240187,33.245483,-111.530217,02_06_2023_11_24,02_06_2023_11_28
CAR,rockwood,MI,48173,astoria,NY,11103,1100,COD/COP,604,1,1980 porsche 911,Runs,ENCLOSED,2023-02-06,on-15522,Not specified,National Transport Services,(209) 431-0978,dispatch@shipnts.com,100.0,Detroit - Warren - Livonia,New York - Northern New Jersey - Long Island,42.072306,-83.233914,40.762289,-73.912051,02_06_2023_11_24,02_06_2023_11_24
CAR,new orleans,LA,70123,tacoma,WA,98407,1625,COD/COP,2741,1,1968 amc amx,Runs,ENCLOSED,2023-02-06,255744-70505,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,New Orleans - Metairie - Kenner,Seattle - Tacoma - Bellevue,29.949328,-90.204824,47.293912,-122.507495,02_06_2023_11_24,02_06_2023_14_56
CAR,garner,NC,27529,gilbert,AZ,85233,1500,COD/COP,2179,1,2018 chevrolet impala,Runs,ENCLOSED,2023-02-17,244163,email will@acmecarshipping.com to book move,Acme Auto Shipping,(469) 464-5725 x2,kevin@acmecarshipping.com,100.0,Raleigh - Cary,Phoenix - Mesa - Glendale,35.646575,-78.5757,33.346281,-111.815402,02_06_2023_11_24,02_06_2023_14_56
CAR,saint louis,MO,63105,fallon,NV,89406,1925,COD/COP,1827,1,1969 chevrolet el camino,Inop,ENCLOSED,2023-02-06,254636-70673,"origin: red bud,il 62278",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,St. Louis,Not specified,38.645329,-90.326056,39.537984,-118.343593,02_06_2023_11_24,02_06_2023_14_56
PICKUP,douglassville,PA,19518,davenport,FL,33837,1500,COD/COP,1030,1,2004 dodge ram pickup 1500 regular cab short bed,Runs,ENCLOSED,2023-02-06,1711915,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Reading,Lakeland,40.275242,-75.741768,28.193955,-81.633987,02_06_2023_11_28,02_06_2023_11_28
CAR,charlotte,NC,28206,midlothian,VA,23112,350,COD/COP,262,1,2013 porsche 911,Runs,ENCLOSED,2023-02-06,30423212-sn,contract signed,Ship Auto Now LLC,(518) 913-2713,shipautonow@gmail.com,98.2,Charlotte - Gastonia - Rock Hill,Richmond,35.251784,-80.820887,37.438113,-77.67246,02_06_2023_11_28,02_06_2023_11_37
CAR,Weaverville,NC,28787,Las Vegas,NV,89199,2100,COD/COP,2075,1,1970 plymouth super series,Runs,ENCLOSED,2023-02-06,TT-S23,Call or Text for Details 775-291-9392 ,TRANS TECH FREIGHT SYSTEMS LLC,(775) 291-9392,cliff@transtechfreightsystems.com,98.2,Asheville,Las Vegas - Paradise,35.730416,-82.514511,36.1743,-115.1391,02_06_2023_11_28,02_06_2023_14_56
CAR,branson,MO,65616,louisville,TN,37777,600,COD/COP,636,1,1934 mercedes benz 500 replica,Runs,ENCLOSED,2023-02-07,1407,Not specified,A2Z Transport LLC,(360) 281-9086,a2zeeetransport@gmail.com,100.0,Not specified,Knoxville,36.665488,-93.241526,35.825858,-84.046463,02_06_2023_11_28,02_06_2023_12_43
MOTORCYCLE,Fargo,ND,58104,Cape Coral,FL,33904,500,COD/COP,1959,1,2008 harley rocker softail,Runs,OPEN,2023-02-06,114596,TEXT ME ONLY: 214 882 4653,Leap Transport LLC,(214) 882-4653,leaptransport@icloud.com,100.0,Fargo,Cape Coral - Fort Myers,46.796663,-96.882706,26.574237,-81.943902,02_06_2023_11_28,02_06_2023_14_56
MOTORCYCLE,lake park,NC,28079,houston,TX,77084,300,COD/COP,1081,1,1998 suzuki gsx-r 1100 w and parts,Runs,OPEN,2023-02-06,2558,Not specified,North Lake Logistics Inc -2,(855) 560-1994,support@northlakelogistics.com,98.6,Charlotte - Gastonia - Rock Hill,Houston - Sugar Land - Baytown,35.111471,-80.609882,29.832593,-95.648185,02_06_2023_11_28,02_06_2023_13_09
CAR,santa barbara,CA,93103,southampton,NY,11968,1600,COD/COP,2973,1,2021 bmw 5 series,Runs,ENCLOSED,2023-02-08,1715603,Not specified,Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Santa Maria - Santa Barbara,New York - Northern New Jersey - Long Island,34.436299,-119.684723,40.907731,-72.41412,02_06_2023_11_28,02_06_2023_12_34
CAR,Costa Mesa,CA,92627,Lewisville,TX,75057,1100,COD/COP,1415,1,2007 audi rs 4,Runs,ENCLOSED,2023-02-06,Not specified,Not specified,L&L Auto Link LLC,(817) 964-1641,mike@llautolink.com,100.0,Los Angeles - Long Beach - Anaheim,Dallas - Fort Worth - Arlington,33.648991,-117.91778,33.047166,-96.983309,02_06_2023_11_28,02_06_2023_11_28
CAR,rockwood,MI,48173,astoria,NY,11103,1100,FIVE_BUSINESS_DAYS,604,1,1980 porsche 911,Inop,ENCLOSED,2023-02-06,on-15522 for more info please text 209-431-0978,Not specified,National Transport Services,(209) 431-0978,dispatch@shipnts.com,100.0,Detroit - Warren - Livonia,New York - Northern New Jersey - Long Island,42.072306,-83.233914,40.762289,-73.912051,02_06_2023_11_28,02_06_2023_12_46
SUV,la crosse,WI,54601,tucson,AZ,85747,1450,COD/COP,1699,1,2023 jeep wrangler 4dr 4wd,Runs,ENCLOSED,2023-02-06,30536656sf,asapcall me 910 408 3373,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,La Crosse,Tucson,43.795456,-91.153796,32.098451,-110.730798,02_06_2023_11_28,02_06_2023_12_19
CAR,Birmingham,MI,48009,Dallas,TX,75229,1200,TWO_BUSINESS_DAYS,1230,1,2023 lamborghini huracan,Runs,ENCLOSED,2023-02-06,STO,Not specified,Platinum Motor Cars,(248) 313-2800,erica@pmcdetroit.com,100.0,Detroit - Warren - Livonia,Dallas - Fort Worth - Arlington,42.545787,-83.215454,32.89286,-96.864142,02_06_2023_11_28,02_06_2023_14_56
CAR,Worcester,MA,1606,North Tonawanda,NY,14120,650,TWO_BUSINESS_DAYS,422,1,1988 volkswagen scirocco,Runs,ENCLOSED,2023-02-06,Scirocco; MA to NY; 59975794,Not specified,"We Haul It All, Inc.",888-607-1999,eric@1stcallautohaul.com,99.6,Worcester,Buffalo - Niagara Falls,42.313314,-71.796346,43.070646,-78.82139,02_06_2023_11_28,02_06_2023_14_56
CAR,naperville,IL,60540,lexington,KY,40505,750,COD/COP,396,1,1931 ford model a,Inop,ENCLOSED,2023-02-08,1717201,"actual p/u in elliott,il 60933.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Chicago - Naperville - Joliet,Lexington - Fayette,41.768946,-88.135081,38.060878,-84.452316,02_06_2023_11_28,02_06_2023_14_56
PICKUP,naperville,IL,60540,olathe,KS,66062,700,COD/COP,524,1,2001 ford f-150 crew cab,Runs,ENCLOSED,2023-02-06,1717350,"actual p/u in de witt,ia 52742.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Chicago - Naperville - Joliet,Kansas City,41.768946,-88.135081,38.852656,-94.778942,02_06_2023_11_28,02_06_2023_14_44
SUV,christiansbrg,VA,24073,seattle,WA,98134,2250,COD/COP,2691,1,1997 mitsubishi montero (pajero) 2 door-13 1/2 feet,Runs,ENCLOSED,2023-02-06,17679,text/call jason 954-330-7951-79 inches height,Priced Rite Auto Transport Inc.,(754) 367-8220,don@pricedriteautotransport.com,98.7,Blacksburg - Christiansburg - Radford,Seattle - Tacoma - Bellevue,37.12483,-80.414256,47.571247,-122.337752,02_06_2023_11_28,02_06_2023_14_56
CAR,houston,TX,77002,sacramento,CA,95833,1150,COD/COP,1936,1,2016 rolls royce wraith,Runs,ENCLOSED,2023-02-06,258093-71132,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Houston - Sugar Land - Baytown,Sacramento - Arden-Arcade - Roseville,29.750209,-95.367693,38.613055,-121.514585,02_06_2023_11_28,02_06_2023_12_04
CAR,ATLANTA,GA,30320,MIAMI,FL,33122,700,TWO_BUSINESS_DAYS,663,1,2023 alfa romeo gtv,Runs,ENCLOSED,2023-02-06,BS91648,Not specified,Blue Star Auto Movers,(954) 717-9884,dtorres@bluestarautomovers.com,99.9,Atlanta - Sandy Springs - Marietta,Miami - Fort Lauderdale - Pompano Beach,33.642533,-84.444178,25.797074,-80.300742,02_06_2023_11_31,02_06_2023_11_34
CAR,Pensacola,FL,32505,Naples,FL,34114,400,TWO_BUSINESS_DAYS,645,1,2022 bmw z4 m,Runs,ENCLOSED,2023-02-08,29349007,text 253 480 4766,TCI Logistics Inc,(312) 224-8620,kalotranscargo@gmail.com,100.0,Pensacola - Ferry Pass - Brent,Naples - Marco Island,30.454597,-87.258345,26.00557,-81.533029,02_06_2023_11_31,02_06_2023_14_56
PICKUP,granger,IA,50109,ladson,SC,29456,1625,COD/COP,1200,1,2023 ford f-150 cc,Runs,ENCLOSED,2023-02-07,65060,Not specified,4 Corners Transport Services,(360) 210-7665,info@fourcornerstransportservices.com,100.0,Des Moines - West Des Moines,Charleston - North Charleston,41.764,-93.826914,32.990207,-80.117138,02_06_2023_11_31,02_06_2023_11_31
CAR,Cedar,MN,55011,San Tan Valley,AZ,85140,801,COD/COP,1672,1,2001 harley-davidson heritage classic,Runs,ENCLOSED,2023-02-08,11254711,Please call 561-200-3777 x2  24/7 WILL BE READY ON  2/8,Relocation Gurus LLC,(305) 564-2983,support@relocationgurus.com,93.0,Minneapolis - St. Paul - Bloomington,Phoenix - Mesa - Glendale,45.341538,-93.240187,33.245483,-111.530217,02_06_2023_11_31,02_06_2023_14_56
CAR,monticello,MN,55362,fort myers,FL,33908,1500,COD/COP,1760,1,1964 buick riviera,Runs,ENCLOSED,2023-02-06,1717379,"actual p/u in fergus falls,mn 56537.",Montway LLC,(224) 220-0003,dispatch@montway.com,100.0,Minneapolis - St. Paul - Bloomington,Cape Coral - Fort Myers,45.311652,-93.801732,26.487279,-81.923678,02_06_2023_11_31,02_06_2023_11_48
CAR,chandler,AZ,85225,sartell,MN,56377,1450,COD/COP,1733,1,1963 chevrolet bel air,Runs,ENCLOSED,2023-02-06,146344,Not specified,SGT Auto Transport,(864) 546-5038,sgtautotransport@gmail.com,99.9,Phoenix - Mesa - Glendale,St. Cloud,33.326048,-111.82442,45.644626,-94.219908,02_06_2023_11_31,02_06_2023_13_28
SUV,Lynnwood,WA,98037,Beaverton,OR,97003,260,COD/COP,202,1,2019 bmw x5 sports activity vehicle,Runs,ENCLOSED,2023-02-06,Not specified,Not specified,Seattle Finest Motors,(425) 248-9921,sales@seattlefinestmotors.com,100.0,Seattle - Tacoma - Bellevue,Portland - Vancouver - Hillsboro,47.838804,-122.288414,45.503528,-122.865385,02_06_2023_11_31,02_06_2023_14_56
MOTORCYCLE,Shirley,MA,1464,Philadelphia,PA,19115,350,COD/COP,291,1,1982 honda scooter,Runs,OPEN,2023-02-06,Iaai run/Drive Cash COD Call 267 608 0422,Not specified,Golden Lion Transportation LLC,(267) 586-8697,goldenliontransportation@yahoo.com,99.7,Boston - Cambridge - Quincy,Philadelphia - Camden - Wilmington,42.579502,-71.644512,40.089289,-75.045863,02_06_2023_11_31,02_06_2023_12_04
CAR,Buffalo,NY,14214,Danvers,MA,01923,850,COD/COP,473,1,1982 ferrari 308,Runs,ENCLOSED,2023-02-06,ferrari,Call/Text 561-543-5158,Priority Auto Relocations Inc,(561) 237-5059,info@priorityautorelocations.com,100.0,Buffalo - Niagara Falls,Boston - Cambridge - Quincy,42.940576,-78.839724,42.576767,-70.951352,02_06_2023_11_31,02_06_2023_12_46
CAR,New Bern,NC,28560,Redding,CA,96001,2350,COD/COP,2987,1,1966 ford mustang,Runs,ENCLOSED,2023-02-06,11259515,Ready to go now,Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,Not specified,Redding,35.099246,-76.981852,40.624664,-122.465895,02_06_2023_11_31,02_06_2023_14_56
CAR,blackwood,NJ,8012,jacksonville beach,FL,32250,700,COD/COP,873,1,2021 bmw m4,Runs,ENCLOSED,2023-02-06,252653-69358,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Philadelphia - Camden - Wilmington,Jacksonville,39.785363,-75.050033,30.27988,-81.416402,02_06_2023_11_31,02_06_2023_14_56
CAR,blackwood,NJ,8012,miami,FL,33129,700,COD/COP,1209,1,2021 bmw m4,Runs,ENCLOSED,2023-02-06,252653-69361,"destination: jacksonville beach,fl 32250",Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Philadelphia - Camden - Wilmington,Miami - Fort Lauderdale - Pompano Beach,39.785363,-75.050033,25.75226,-80.202448,02_06_2023_11_31,02_06_2023_14_56
CAR,Lincoln,NE,68504,Owasso,OK,74055,1000,COD/COP,385,1,2017 audi r8 coupe,Runs,ENCLOSED,2023-02-06,Not specified,Not specified,Dillon's Auto Sales Inc,402-477-0404,jbryceson@dillonsauto.com,100.0,Lincoln,Tulsa,40.853626,-96.661705,36.271198,-95.821432,02_06_2023_11_31,02_06_2023_12_04
